State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
VT,Vermont,4/1/2018,Y,P,N,2861,,1108,,3969,Includes Renewals and/or Redeterminations,2966,Includes Renewals and/or Redeterminations,76,,3042,,64230,,165321,,31.106,-97.6475,"(31.106, -97.6475)",160664,,4657,
WV,West Virginia,7/1/2019,Y,P,N,19921,,N/A,,19921,,12347,,632,,12979,,216424,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),516288,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",482755,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33533,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
IL,Illinois,2/1/2018,Y,P,N,58448,,N/A,,58448,,34745,,12228,,46973,,1383384,,2968722,,44.2394,-114.5103,"(44.2394, -114.5103)",2738149,,230573,
CT,Connecticut,8/1/2018,Y,P,N,5097,Includes Duplicates,12337,Includes Duplicates; Includes Renewals and/or Redeterminations,17434,Includes Duplicates,16284,Includes Renewals and/or Redeterminations,365,Includes Renewals and/or Redeterminations,16649,Includes Renewals and/or Redeterminations,329030,,845892,,39.0646,-105.3272,"(39.0646, -105.3272)",827262,,18630,
DC,District of Columbia,9/1/2019,Y,P,N,4213,Includes SBM data,1936,,6149,Includes Renewals and/or Redeterminations,4448,Includes Renewals and/or Redeterminations; Includes CHIP,,,4448,,93149,,252102,,41.5834,-72.7622,"(41.5834, -72.7622)",234912,,17190,
ME,Maine,9/1/2019,Y,P,N,6453,,N/A,,6453,,11074,,781,,11855,,104406,,225093,,39.0724,-76.7902,"(39.0724, -76.7902)",213639,,11454,
NH,New Hampshire,11/1/2017,Y,U,Y,7897,,N/A,,7897,,6027,,699,,6726,,93477,,188951,,47.5362,-99.793,"(47.5362, -99.793)",174152,,14799,
MD,Maryland,1/1/2018,Y,P,N,8396,,96624,Includes Renewals and/or Redeterminations,105020,Includes Renewals and/or Redeterminations,27749,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",4696,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",32445,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",609339,,1311600,,42.2373,-71.5314,"(42.2373, -71.5314)",1163087,,148513,
OH,Ohio,3/1/2018,Y,P,N,70858,Includes Renewals and/or Redeterminations,N/A,,70858,Includes Renewals and/or Redeterminations,46233,Includes CHIP; Includes Renewals and/or Redeterminations,2765,,48998,Includes Renewals and/or Redeterminations,1217323,,2787955,,38.4199,-117.1219,"(38.4199, -117.1219)",2570328,,217627,
NM,New Mexico,8/1/2018,Y,U,Y,13918,,N/A,,13918,,21895,,1714,,23609,,331428,Includes Limited-Benefit Enrollees,727487,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",691336,Includes Limited-Benefit Enrollees,36151,
IA,Iowa,3/1/2019,Y,P,N,15084,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,15084,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,1247,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,1247,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,333567,,688332,,21.1098,-157.5311,"(21.1098, -157.5311)",615106,,73226,
NV,Nevada,3/1/2018,Y,P,Y,19898,Includes Renewals and/or Redeterminations,N/A,,19898,Includes Renewals and/or Redeterminations,12461,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",72,,12533,,306388,,642743,,40.314,-74.5089,"(40.314, -74.5089)",601557,,41186,
NV,Nevada,8/1/2020,Y,P,N,17271,Includes Renewals and/or Redeterminations,N/A,,17271,Includes Renewals and/or Redeterminations,8901,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",29,,8930,,319957,,709191,,40.314,-74.5089,"(40.314, -74.5089)",670967,,38224,
WV,West Virginia,4/1/2020,Y,U,Y,16892,,N/A,,16892,,9868,,430,,10298,,212950,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),510167,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",476293,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33874,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
OR,Oregon,4/1/2020,Y,P,N,11903,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11903,Does Not Include All Non-MAGI Applications,30904,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2602,,33506,Does Not Include All Non-MAGI Determinations Made At Application,420389,,1023689,,40.3736,-82.7755,"(40.3736, -82.7755)",894474,,129215,
GA,Georgia,10/1/2019,N,U,Y,46389,,N/A,,46389,,24028,,708,,24736,,1273274,,1847785,,27.8333,-81.717,"(27.8333, -81.717)",1635870,,211915,
WA,Washington,8/1/2017,Y,U,Y,19806,,73543,,93349,,44949,,1460,,46409,,845686,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1788562,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1733585,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),54977,
ME,Maine,7/1/2020,Y,U,Y,5951,,N/A,,5951,,7202,,404,,7606,,109072,,235664,,39.0724,-76.7902,"(39.0724, -76.7902)",223086,,12578,
UT,Utah,11/1/2018,N,P,N,24556,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,24556,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",35781,Includes CHIP,,,35781,,195631,,288484,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",244367,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44117,
VT,Vermont,3/1/2018,Y,U,Y,3038,,1011,,4049,Includes Renewals and/or Redeterminations,3947,Includes Renewals and/or Redeterminations,120,,4067,,64413,,165757,,31.106,-97.6475,"(31.106, -97.6475)",161046,,4711,
TX,Texas,12/1/2019,N,U,Y,116949,,N/A,,116949,,74359,,11587,,85946,,3292170,,4180368,,33.8191,-80.9066,"(33.8191, -80.9066)",3601631,,578737,
TX,Texas,9/1/2018,N,U,Y,119714,,N/A,,119714,,88991,,14127,,103118,,3439217,,4354009,,33.8191,-80.9066,"(33.8191, -80.9066)",3745746,,608263,
SD,South Dakota,12/1/2018,N,P,N,2467,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2467,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1445,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1445,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78791,,110749,,18.2766,-66.335,"(18.2766, -66.335)",94829,,15920,
MT,Montana,2/1/2019,Y,P,N,3064,,N/A,,3064,,3737,,420,,4157,,127034,,278217,,14.8058,145.5505,"(14.8058, 145.5505)",249063,,29154,
CA,California,6/1/2019,Y,U,Y,153566,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,153566,,149649,Does Not Include All Medicaid Determinations Made At Application,10684,Does Not Include All CHIP Determinations Made At Application,160333,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4896374,,11744007,,33.7712,-111.3877,"(33.7712, -111.3877)",10441601,,1302406,
IL,Illinois,12/1/2019,Y,U,Y,74416,,N/A,,74416,,24913,,7889,,32802,,1342553,,2812371,,44.2394,-114.5103,"(44.2394, -114.5103)",2532557,,279814,
MD,Maryland,9/1/2019,Y,U,Y,6597,,90504,Includes Renewals and/or Redeterminations,97101,Includes Renewals and/or Redeterminations,36430,Includes Renewals and/or Redeterminations,3516,Includes Renewals and/or Redeterminations,39946,Includes Renewals and/or Redeterminations,622320,,1327889,,42.2373,-71.5314,"(42.2373, -71.5314)",1180283,,147606,
KS,Kansas,3/1/2020,N,U,Y,,,N/A,,,,,,,,,,265261,,380750,,39.8647,-86.2604,"(39.8647, -86.2604)",320482,,60268,
MI,Michigan,9/1/2019,Y,P,N,55502,,N/A,,55502,,50830,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1826,,52656,,926078,Does Not Include All Full-Benefit Child Medicaid enrollees,2276341,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2212064,Does Not Include All Full-Benefit Medicaid enrollees,64277,
IN,Indiana,4/1/2020,Y,U,Y,76583,,N/A,,76583,,40239,,2398,,42637,,833256,,1561429,,40.3363,-89.0022,"(40.3363, -89.0022)",1441454,,119975,
RI,Rhode Island,6/1/2019,Y,U,Y,1696,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,1696,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",2598,,347,,2945,,120003,,300759,,44.5672,-122.1269,"(44.5672, -122.1269)",269191,,31568,
SC,South Carolina,5/1/2018,N,U,Y,21766,,N/A,,21766,,6890,Does Not Include All Medicaid Determinations Made At Application,168,Does Not Include All CHIP Determinations Made At Application,7058,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,650092,,1042153,,40.5773,-77.264,"(40.5773, -77.264)",954420,,87733,
WV,West Virginia,7/1/2020,Y,U,Y,13537,,N/A,,13537,,7314,,283,,7597,,217602,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),528335,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",494356,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33979,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
KY,Kentucky,1/1/2019,Y,P,N,11377,,,,11377,,43322,,2481,,45803,,554209,,1314498,,38.5111,-96.8005,"(38.5111, -96.8005)",1221140,,93358,
DE,Delaware,2/1/2019,Y,U,Y,2606,,N/A,,2606,,4381,,659,,5040,,106426,,232772,,38.8964,-77.0262,"(38.8964, -77.0262)",221237,,11535,
WI,Wisconsin,5/1/2020,N,U,Y,18309,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,18309,Does Not Include All Applications for Limited-Benefit Programs,18914,"Count is of Households, Not Individuals",1340,,20254,,520907,,1097910,,37.768,-78.2057,"(37.768, -78.2057)",1029995,,67915,
NJ,New Jersey,8/1/2020,Y,U,Y,33841,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,33841,Does Not Include All Non-MAGI Applications,19382,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,3554,,22936,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,858529,,1831632,,41.1289,-98.2883,"(41.1289, -98.2883)",1591779,,239853,
IN,Indiana,5/1/2020,Y,U,Y,67090,,N/A,,67090,,35354,,2048,,37402,,840125,,1589922,,40.3363,-89.0022,"(40.3363, -89.0022)",1472745,,117177,
WI,Wisconsin,2/1/2018,N,U,Y,22281,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,22281,Does Not Include All Applications for Limited-Benefit Programs,17378,"Count is of Households, Not Individuals",1095,,18473,,489553,,1040641,,37.768,-78.2057,"(37.768, -78.2057)",972861,,67780,
NH,New Hampshire,3/1/2019,Y,U,Y,8104,,N/A,,8104,,4719,,469,,5188,,90339,,181447,,47.5362,-99.793,"(47.5362, -99.793)",166526,,14921,
DC,District of Columbia,5/1/2018,Y,P,N,3537,Includes SBM data,1739,,5276,Includes Renewals and/or Redeterminations,3705,Includes Renewals and/or Redeterminations; Includes CHIP,,,3705,,92485,,255580,,41.5834,-72.7622,"(41.5834, -72.7622)",240358,,15222,
HI,Hawaii,8/1/2020,Y,P,N,6253,,N/A,,6253,,4066,,185,,4251,,148454,,362958,,32.9866,-83.6487,"(32.9866, -83.6487)",337553,,25405,
AK,Alaska,9/1/2018,Y,P,N,2806,Includes Renewals and/or Redeterminations,N/A,,2806,Includes Renewals and/or Redeterminations,2126,Includes Renewals and/or Redeterminations; Includes CHIP,,,2126,Includes Renewals and/or Redeterminations,93908,,208867,,61.385,-152.2683,"(61.385, -152.2683)",194952,,13915,
NY,New York,6/1/2020,Y,P,N,,,643760,Includes Renewals and/or Redeterminations,643760,Includes Renewals and/or Redeterminations,123691,Includes Renewals and/or Redeterminations,9271,Includes Renewals and/or Redeterminations,132962,Includes Renewals and/or Redeterminations,2440866,Includes Retroactive Enrollments,6263164,Includes Retroactive Enrollments,34.8375,-106.2371,"(34.8375, -106.2371)",5648681,Includes Retroactive Enrollments,614483,
MT,Montana,8/1/2019,Y,P,N,4504,,N/A,,4504,,4632,,495,,5127,,122452,,265696,,14.8058,145.5505,"(14.8058, 145.5505)",237370,,28326,
LA,Louisiana,2/1/2019,Y,P,N,28824,,N/A,,28824,,19786,,1385,,21171,,751922,,1593351,,37.669,-84.6514,"(37.669, -84.6514)",1458268,,135083,
KY,Kentucky,12/1/2019,Y,P,N,8638,,,,8638,,30332,,2132,,32464,,546166,,1288288,,38.5111,-96.8005,"(38.5111, -96.8005)",1195025,,93263,
NE,Nebraska,2/1/2018,N,P,N,5714,,N/A,,5714,,6600,,990,,7590,,163085,,244961,,35.6411,-79.8431,"(35.6411, -79.8431)",211139,,33822,
MS,Mississippi,11/1/2017,N,P,N,18628,,N/A,,18628,,10245,,393,,10638,,451394,,668976,,38.4623,-92.302,"(38.4623, -92.302)",590272,,78704,
PA,Pennsylvania,10/1/2018,Y,U,Y,100808,Includes Renewals and/or Redeterminations,N/A,,100808,Includes Renewals and/or Redeterminations,89708,Includes Renewals and/or Redeterminations,10855,,100563,Includes Renewals and/or Redeterminations,1400058,,2967378,,35.5376,-96.9247,"(35.5376, -96.9247)",2787397,,179981,
NJ,New Jersey,4/1/2018,Y,P,N,26661,,N/A,,26661,,14860,Does Not Include All Medicaid Determinations Made At Application,5287,Does Not Include All CHIP Determinations Made At Application,20147,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,838386,,1759639,,41.1289,-98.2883,"(41.1289, -98.2883)",1549496,,210143,
VA,Virginia,9/1/2018,Y,P,N,18441,Includes Renewals and/or Redeterminations,N/A,,18441,Includes Renewals and/or Redeterminations,15953,Includes Renewals and/or Redeterminations,735,Includes Renewals and/or Redeterminations,16688,Includes Renewals and/or Redeterminations,687081,,1031756,,35.7449,-86.7489,"(35.7449, -86.7489)",895232,,136524,
NM,New Mexico,4/1/2019,Y,P,N,12481,,N/A,,12481,,20298,,1566,,21864,,330189,Includes Limited-Benefit Enrollees,731467,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",694529,Includes Limited-Benefit Enrollees,36938,
FL,Florida,6/1/2020,N,U,Y,253509,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,253509,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,159343,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,9595,,168938,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2554779,,3892552,,39.3498,-75.5148,"(39.3498, -75.5148)",3673324,,219228,
MD,Maryland,3/1/2018,Y,U,Y,7779,,85938,Includes Renewals and/or Redeterminations,93717,Includes Renewals and/or Redeterminations,26936,Includes Renewals and/or Redeterminations,3549,Includes Renewals and/or Redeterminations,30485,Includes Renewals and/or Redeterminations,620420,,1332308,,42.2373,-71.5314,"(42.2373, -71.5314)",1181472,,150836,
MN,Minnesota,7/1/2017,Y,P,N,4116,,19716,,23832,,26556,,38,,26594,,512579,,1044472,,43.3504,-84.5603,"(43.3504, -84.5603)",1043165,,1307,
SC,South Carolina,11/1/2018,N,U,Y,22867,,N/A,,22867,,6614,Does Not Include All Medicaid Determinations Made At Application,282,Does Not Include All CHIP Determinations Made At Application,6896,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,652298,,1043301,,40.5773,-77.264,"(40.5773, -77.264)",954359,,88942,
CA,California,7/1/2018,Y,P,N,165763,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,165763,,153506,Does Not Include All Medicaid Determinations Made At Application,10917,Does Not Include All CHIP Determinations Made At Application,164423,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5019446,,11960965,,33.7712,-111.3877,"(33.7712, -111.3877)",10661264,,1299701,
MO,Missouri,9/1/2019,N,P,N,21447,Includes  Renewals and/or Redeterminations,N/A,,21447,Includes  Renewals and/or Redeterminations,10274,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",417,Includes Renewals and/or Redeterminations,10691,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",522831,,833781,,45.7326,-93.9196,"(45.7326, -93.9196)",798356,,35425,Does Not Include All CHIP enrollees
MO,Missouri,8/1/2017,N,U,Y,21301,,N/A,,21301,,10180,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",,,10180,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",647770,,1002239,,45.7326,-93.9196,"(45.7326, -93.9196)",972460,,29779,Does Not Include All CHIP enrollees
WA,Washington,11/1/2018,Y,P,N,70063,,132193,,202256,,111972,,2728,,114700,,837804,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1749321,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1679117,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),70204,
KS,Kansas,1/1/2019,N,U,Y,,,N/A,,,,,,,,,,269536,,390420,,39.8647,-86.2604,"(39.8647, -86.2604)",334248,,56172,
OR,Oregon,7/1/2017,Y,U,Y,24891,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,24891,Does Not Include All Non-MAGI Applications,43035,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",4110,,47145,Does Not Include All Non-MAGI Determinations Made At Application,421828,,989582,,40.3736,-82.7755,"(40.3736, -82.7755)",872063,,117519,
NV,Nevada,11/1/2018,Y,U,Y,24000,Includes Renewals and/or Redeterminations,N/A,,24000,Includes Renewals and/or Redeterminations,11612,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",49,,11661,,302480,,639840,,40.314,-74.5089,"(40.314, -74.5089)",598308,,41532,
NC,North Carolina,8/1/2018,N,U,Y,23604,,N/A,,23604,,38202,,4284,,42486,,1183906,,1769228,,32.7673,-89.6812,"(32.7673, -89.6812)",1522357,,246871,
UT,Utah,12/1/2018,N,U,Y,21715,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,21715,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",42991,Includes CHIP,,,42991,,195061,,288403,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",244688,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,43715,
MS,Mississippi,9/1/2018,N,U,Y,17560,,N/A,,17560,,11760,,546,,12306,,423539,,624659,,38.4623,-92.302,"(38.4623, -92.302)",548359,,76300,
MN,Minnesota,5/1/2020,Y,P,N,2810,,11221,,14031,,9521,,46,,9567,,538994,,1071683,,43.3504,-84.5603,"(43.3504, -84.5603)",1070086,,1597,
FL,Florida,10/1/2018,N,P,N,288896,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,288896,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,167352,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,21845,,189197,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2497413,,3728146,,39.3498,-75.5148,"(39.3498, -75.5148)",3503285,,224861,
WV,West Virginia,7/1/2019,Y,U,Y,19921,,N/A,,19921,,12347,,632,,12979,,216424,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),516288,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",482755,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33533,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
IL,Illinois,6/1/2020,Y,P,N,62306,,N/A,,62306,,,,,,,,1378197,,2987496,,44.2394,-114.5103,"(44.2394, -114.5103)",2698347,,289149,
SC,South Carolina,8/1/2019,N,P,N,25900,,N/A,,25900,,8348,Does Not Include All Medicaid Determinations Made At Application,245,Does Not Include All CHIP Determinations Made At Application,8593,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,652779,,1036851,,40.5773,-77.264,"(40.5773, -77.264)",945582,,91269,
NJ,New Jersey,11/1/2018,Y,U,Y,36113,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,36113,Does Not Include All Non-MAGI Applications,12099,Does Not Include All Non-MAGI Determinations Made At Application,4513,Does Not Include All CHIP Determinations Made At Application,16612,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,828070,,1741615,,41.1289,-98.2883,"(41.1289, -98.2883)",1529658,,211957,
PA,Pennsylvania,8/1/2020,Y,U,Y,69511,Includes Renewals and/or Redeterminations,N/A,,69511,Includes Renewals and/or Redeterminations,66288,Includes Renewals and/or Redeterminations,3943,,70231,Includes Renewals and/or Redeterminations,1451314,,3143905,,35.5376,-96.9247,"(35.5376, -96.9247)",2963549,,180356,
MD,Maryland,12/1/2017,Y,P,N,7948,,118654,Includes Renewals and/or Redeterminations,126602,Includes Renewals and/or Redeterminations,30775,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",6018,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",36793,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",605759,,1305442,,42.2373,-71.5314,"(42.2373, -71.5314)",1157699,,147743,
MS,Mississippi,10/1/2019,N,U,Y,19421,,N/A,,19421,,13004,,617,,13621,,419061,,618791,,38.4623,-92.302,"(38.4623, -92.302)",541783,,77008,
DE,Delaware,9/1/2019,Y,P,N,2701,,N/A,,2701,,4865,,807,,5672,,105737,,231196,,38.8964,-77.0262,"(38.8964, -77.0262)",219754,,11442,
MN,Minnesota,1/1/2019,Y,P,N,4790,,31053,,35843,,28089,,52,,28141,,520508,,1037867,,43.3504,-84.5603,"(43.3504, -84.5603)",1036809,,1058,
VA,Virginia,11/1/2018,Y,U,Y,32496,Includes Renewals and/or Redeterminations,N/A,,32496,Includes Renewals and/or Redeterminations,30437,Includes Renewals and/or Redeterminations,1135,Includes Renewals and/or Redeterminations,31572,Includes Renewals and/or Redeterminations,699497,,1049654,,35.7449,-86.7489,"(35.7449, -86.7489)",907859,,141795,
ID,Idaho,11/1/2018,Y,P,N,13265,,,,13265,,6305,,529,,6834,,201184,,279162,,42.0046,-93.214,"(42.0046, -93.214)",254999,,24163,
MI,Michigan,3/1/2018,Y,P,N,47261,,N/A,,47261,,47242,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1430,,48672,,940313,Does Not Include All Full-Benefit Child Medicaid enrollees,2357199,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2301892,Does Not Include All Full-Benefit Medicaid enrollees,55307,
NH,New Hampshire,4/1/2020,Y,P,N,6034,,N/A,,6034,,5047,,379,,5426,,90642,,187067,,47.5362,-99.793,"(47.5362, -99.793)",172296,,14771,
DE,Delaware,11/1/2017,Y,U,Y,,,N/A,,,,,,,,,,106738,,231385,,38.8964,-77.0262,"(38.8964, -77.0262)",219907,,11478,
NV,Nevada,1/1/2018,Y,P,Y,22125,Includes Renewals and/or Redeterminations,N/A,,22125,Includes Renewals and/or Redeterminations,15563,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78,,15641,,305760,,642663,,40.314,-74.5089,"(40.314, -74.5089)",601878,,40785,
TX,Texas,11/1/2019,N,P,N,77142,,N/A,,77142,,73680,,10471,,84151,,3282301,,4170853,,33.8191,-80.9066,"(33.8191, -80.9066)",3560099,,610754,
IN,Indiana,6/1/2020,Y,P,N,57835,,N/A,,57835,,40707,,2749,,43456,,836741,,1602976,,40.3363,-89.0022,"(40.3363, -89.0022)",1489935,,113041,
AL,Alabama,6/1/2020,N,U,Y,9334,,N/A,,9334,,10274,,1372,,11646,,685233,,960643,,32.799,-86.8073,"(32.799, -86.8073)",785331,,175312,
KS,Kansas,3/1/2020,N,P,N,,,N/A,,,,,,,,,,265261,,380750,,39.8647,-86.2604,"(39.8647, -86.2604)",320482,,60268,
PA,Pennsylvania,12/1/2019,Y,P,N,83499,Includes Renewals and/or Redeterminations,N/A,,83499,Includes Renewals and/or Redeterminations,82345,Includes Renewals and/or Redeterminations,12091,,94436,Includes Renewals and/or Redeterminations,1380752,,2918949,,35.5376,-96.9247,"(35.5376, -96.9247)",2732990,,185959,
KY,Kentucky,9/1/2019,Y,U,Y,8877,,,,8877,,,,875,,875,,550419,,1303867,,38.5111,-96.8005,"(38.5111, -96.8005)",1212822,,91045,
NE,Nebraska,6/1/2019,N,P,N,5534,,N/A,,5534,,5360,,707,,6067,,160271,,240741,,35.6411,-79.8431,"(35.6411, -79.8431)",207681,,33060,
NH,New Hampshire,5/1/2019,Y,P,N,7940,,N/A,,7940,,4752,,495,,5247,,88446,,177278,,47.5362,-99.793,"(47.5362, -99.793)",162683,,14595,
DC,District of Columbia,9/1/2020,Y,P,Y,2331,Includes SBM data,1582,,3913,Includes Renewals and/or Redeterminations,2472,Includes Renewals and/or Redeterminations; Includes CHIP,,,2472,,94330,,256300,,41.5834,-72.7622,"(41.5834, -72.7622)",238919,,17381,
